转发微博
#2020年的100天计划#day 32 🔔戏剧卡这本书真的是越看越让我没兴趣。太红了吧。明天主要有氧日吧！和朋友约了分别在家云运动，我俩都跳绳20分钟。学习📖存在主义✅荣格自传✅明天开始听区块链的网课。
转发微博
《一篇碎碎念》1.昨天傍晚我终于出门了一趟，真的好久没出门了，1.20放假，1.21出门和妈妈买了东西，几乎没出过门。1.31我们开网课了，由于还有一部分书在学校，我不得不出门。昨天天气超级好，傍晚晚霞啊云啊都超好看，很温暖，但整个城市却好像一点生气都没有……顿时觉得真是可惜了这么美的好天气。懒得换衣服的我直接穿着我的家居服出门了，见到人都觉得怪不好意思的。街道上少量的行人或者骑车的人都戴着口罩，真的好希望这次疫情可以快点快点好起来啊。我拿完书回到小区，在小区门口保安看起来心情好像还不错，拿着一个喷壶说要给我喷喷消毒~2.今天下午上课的时候突然听到下面有什么声音，往下一看原来是在清理垃圾，觉得他们好辛苦哦，在微博上经常能刷到因为这次疫情好多底层人物和弱者都过得很艰难，每次看到都觉得很心酸……感谢你们的付出啊3.今天看“我家那闺女”第二期，王鸥提到说她好想“劝退”一些粉丝，不太喜欢总是被他们要求需要做到怎么样怎么样。大老师说许多粉丝就是在照着他们自己的心愿“捏”他们的偶像。或许每个艺人都有这样的烦恼，大老师还说：“很多艺人很棒的一个原因是他们通过这样一段时间，再通过这个时间，然后变成一个大家不是崇拜，而是相对佩服的人”。让我想到了王一博的“不营业”，每次看到他以前还在韩国或者团里演唱会的舞蹈视频里做着一些撩衣服、日地板、顶胯等等一系列有一些颜色的动作，然后摄像头就在他正前方很近的地方或者某些特别角度拍摄，我都觉得很难过……我想说：其实你不用这样撩衣服漏腹肌就已经足够吸引我了。我知道那可能只是舞蹈动作，但是又何尝不是为了迎合台下观众……以前的王一博总是被安排，年纪小被cue到干什么都乖乖的做，被“捏”成台下观众想要的样子。我喜欢他现在“不营业”的状态，只是为了自己所热爱的，所梦想的去生活。不屈服于被安排，不卑不亢做自己。突然觉得有大老师涵哥这样的老师们在王一博身边特别好。我希望我的三个男孩都可以不被安排好好做自己想做的事，去追自己所热爱的。4.觉得自己有些悲观，害，怎么年纪轻轻就总是好像一副看破红尘的样子，要积极向上每天开心呀ps:我今天中午在电视上看了“超级飞侠”，觉得好可爱啊，英文版，还能练练口语，可是它收费……哼！气fufu！5.一切都快点好起来吧：／待到春天到来山花烂漫时……GOOD NIGHT🌌🔮 收起全文d
📅距考研322天Day7✅恋词复习Unit3背诵Unit4✅教资科目二第六章✅教资高中物理力学2网课✅墨墨背单词Unit1Unit2
寒假sᴀ ᴰᵃʸ¹⁵延迟满足是一件在优秀的道路上你必须习惯的事情。今天终于“努力”一回，比昨天有进步相信明天一定会更加努力，向着心中的典范前进。我们地理老师可积极了——直播课、录播课、作业上传滚滚而来英语和物理作业也开始统计进度了。明天就要迎来人生中第一堂网课啦，不情愿中还夹杂着些许期待呢。studyaccountstudywithme 收起全文d
#武汉你好吗# 这段时间大家不要外出逗留啊，听说很多同学都在家努力学习，争取考一个好成绩，加油学吧，需要各类资料网课可以找我，都有的，还有学习考研成功技巧答题方法。 2石家庄
今天一直在忙活网课没怎么碰作业明天加油!//@桉道的道不是好道:作业完成进度有点点突破!!!明天一定要做完四项任务//@桉道的道不是好道:作业勉勉强强打卡 早起了又忍不住继续睡了 憨批的一天 明天加油!
🕰 Day 1⃣0⃣｜健身✅美丽芭蕾天鹅臂*13min❎Keep热舞操*18min❎Keep宿舍瘦腿训练❎Keep宿舍马甲线训练｜学习➀英语❎听读训练✅墨墨背单词❎网课:｜阅读✅《四个春天》30min❎《品中国文人》30min|其他上午一觉睡过头💔中午变锦衣👧下午写了一页读书笔记📖就被叫去打牌 于是今天就这么过去了...纪念今天第一次出门... 2汾阳市 收起全文d
转发微博
转发微博
三门网课我来了！
今天可能是很特别的一天，心里有点小震撼。最近很是烦躁，已经大三的我，不知未来的方向。学习网课的时候又总是会冒出“学这么多又有什么用呢，连自己未来该何去何从都不知道”的想法。之前一直对英语网课要不要续报犹豫不决，想着可能自己坚持不下去，可能自己学完之后还是如此差劲呢，也想着爸妈会同意吗？等到最后一刻，我终于鼓起勇气向妈妈开口，我想要报一个英语网课。可令我很震惊的事，妈妈竟然毫不犹豫的同意了，还表示支持我的一切跟学习有关的爱好。还依稀记得那时提出这件事情的我，根本不敢直视妈妈的眼睛，自己的脸也滚烫的不行。我害怕妈妈的拒绝，不支持。原来父母在面对子女的成长爱好时，远比我们想象中那么大方。 2涟源市 收起全文d
studyaccountDay1 无纸化学习技能get📗墨墨背单词 专八单词📕专八阅读网课 一篇专八精读📘ACCA F7
网课上完了 作业写的7788了 今天有什么开心事能让我开心一下么 上网课比在学校还累555
老旧的发动机轰轰作响，杨远驾车在县道上飞驰，溪田山舍入#2021考研资料# 口处的那片竹林仿佛考虫万词班，王菲语法，教师资格证笔试2019，2021考研网课，教育学311 教育学333 管理类联考，法律硕士，法硕，新东方英语，张宇考研数学，徐涛政治，唐迟阅读，肖秀荣政治，2021考研政治徐涛，刘晓艳carry，注册会计师，何凯文五夜十篇，英语专八，资产评估师，数学汤家凤，朱伟恋恋有词，田静长难句，英语四级，英语六级，中级会计押题，一级建造师，中级会计网课，注册税务师，#教师资格证笔试# 考虫万词班王菲语法第十季教师资格证2020考研网课教育学311 教育学333 管理类联考法律硕士法硕2020省考网课新东方英语张宇数学 小莫想再去一次溪田山舍，他说再去一次会有“惊喜”。从那儿回来之后，他提过不止一次，杨远和陶芳始终没当一回L猫猫想吃余的微博视频 收起全文d
#高顿学习不延期打卡挑战赛# —第0天，睡觉之前打一个卡，明天开始新的一天，2017年的5月那个时候斗志昂扬的报了一个CFA三年全科的网课班，学费给完我就吃了好久的土，结果考了两次一级都没过，上交的学费够我买好久的零食了，但是心里觉得不甘心啊，老师也说我现在三年的课快要到期了，叫我延期，又是2000大洋，希望这一次是最后一次考一级了吧！想来真的不能颓废了，不要着急，面包始终会有的！先坚持21天看看！힘내세요 ！ 收起全文d
既已决定，就请全力以赴2021考研课程持续更新考研政治肖秀荣 🌸考研政治徐涛🌸考研数学汤家凤🌸朱伟恋练有词🌸田静语法🌸 新东方英语🌸张宇数学唐迟阅读🌸考虫政治🌸老蒋英语二石磊政治🌸腿姐政治🌸陈正康英语🌸刘晓燕考研教育学考研经济学考研法学管理类联考等持续更至考前#21考研数学##2021考研网课#2021考研#2021考研网课##2021考研英语##2021考研资料##2021考研数学##考研英语押题##2021考研数学##考研#考研#考研英语##考研政治# LBamboo14875的微博视频 收起全文d
studyaccount今天有些任务没完成是因为画画花的时间太长了 画了一下午第一次用procreate不熟悉的地方还有很多practice makes perfect 真希望能把画画这个爱好坚持下去晚上复习日语 用背英语单词的方法背日语单词居然也很通用同时听了一节网课 解决了我多年关于音调和送气音的疑惑[震惊]看了很多新闻 心寒了 真的 对zf d抄了一些话 提醒自己坚持下去 穷则独善其身 达则兼济天下好久没写字了 感觉字又变了（？）明天任务和今天任务差不多 啊啊啊啊啊啊争取明天早起把所有任务都完成！我好想看唐人街探案啊啊啊啊啊啊！！！为什么我汉语词汇和英语词汇差不多 迷惑了照例我的雨琦宝贝 收起全文d
转发微博
明晚： 第89课。欢迎同等学力的新学员（咨询网课软件下载安装）。老汉亲自上课。
转发微博
② ⓪ ② ⓪ .2⃣️.1⃣️ studyaccount网课的一天很忙碌，忙碌的时间总是过得很快，虽然很累，但是越努力越幸运，高三加油！ 2桂林·灵川县
网课你开吗//@四季春茶玛奇朵:姐姐出书吧
转发微博
为什么学而思、有道、猿辅导提供的免费网课都没有道德与法治
明天开始打卡网课了！速写要开始画了！！
压缩周末压缩暑假都可以，不想要网课啊
啊啊啊啊啊啊啊啊烦死了明天又有网课
转发微博
studyaccount20/2/1127天早起成功网课day1 安安单单在家读书我的英语作文草稿（乱涂乱画）我希望明天可以多背点英语单词 多做点作业
#阿靖的书桌&练功房 Day 1认真想了想，我生命中真正重要的东西真的只有慕强及其带来的尊严与掌控感、美、高质量的情感关系（泛指）。和朋友们立下了三十天规律作息健身学习的flag，三天一复盘，计划在一步步做。🌸 经原宏观卷第25张网课&笔记 1/2听老师讲，深入浅出旁征博引抓重点，真的比自己没有节奏方向闷着头看书更有效率啊…🌸 和朋友们视频自习的片段真的非常喜欢大家并肩作战的日子，让我们一起加油好嘛！（…） 收起全文d
转发微博
我相信网课可以救中国加油！#高考加油# 2长沙
我认为我的资历还没有达到可以讲网课的地步
转发微博
今天的数学网课听课效率还不错√草莓很甜很好吃√ 肯德基外卖送的非常快√今天学习的专注力还不错就是晚上看货币金融的效率不是很高 现在要去背单词 明天继续加油！
转发微博
scs小怪兽成长计划2020年2月1日今日完成1.百词斩10个2.看新闻3.听书4.课外阅读5.网课明日计划1.阅读2.网课今日小结1.早起早睡才能精力充沛2.很平淡的一天3.我是下了一个盗版的2019office么，怎么和视频里的不一样呢，关键是只能用到2月3日，我还把电脑里原来有的 删了@DemonicMagician宋宋酱 @孟老师是我 2盘州 收起全文d
studyaccount📅2020.2.1🔸网课《职业理念》🔸17打卡🔸简答（尝试🍅一下 只学这么久真的可以上天了
2月第一天#🌻從早上九點開始一直到晚上沒合過眼碼了一個晚上的網課聽課總結文案已累垮~明天九點依舊不見不散🌞繼續學習起來🌈
疫情固然严重，学习更加重要！充分利用时间，开学轻松应对！尤其高三学生，时间愈加紧迫！假期一延再延，高考日期不变！虽然不能面讲，网课可以解难！愿君珍惜当前，力争六月夺冠！
selfstudy1⃣ 看两篇论文2⃣ 练习计算机题3⃣ 中午尝试饺子皮春卷4⃣ 晚上给妹妹做锅巴5⃣ 听红楼梦30min6⃣ 网课30min两个新学会的小吃都还算成功😛再放两只家里的憨憨🐶
studyaccount 🍊studywithmeᴡʜᴀᴛ'ꜱ ᴘᴀꜱᴛ ɪꜱ ᴘʀᴏʟᴏɢᴜᴇ.◎网课截止之前的临时抱佛脚
小学的时候写作文：“有一天我们不用去学校了在网上就可以学习”“愿望”成真的第二天上了N节“空降”网课两天用了四种直播软件终于调试好电脑💻真的成了学习机以后的“网课”时期也要加油哦💪 💪 💪
转发微博
不知是时间难搞还是人类难搞（倔强）以前认为也就那样（思想格式化定义）那人之后会找一个不帅的吧，和她一般的人吧结果找了个很帅的觉得很漂亮的，往往却找了一个另类男朋友（看完网课有感而发）
我看不如把网课什么的安排在半夜 夜深人静最适合肝作业了#宝宝的少女心#
晚上陪娃上了一节网课…惊叹❗️一个人交学费两个人一起学习太值了一年级的知识我需要补补
转发微博
全世界的倒霉事都到我一个人头上了网课没课本樊振东输球语文大练习考砸数学题没搞出来复习计划也没完成哈哈 太可笑了人生啊 反复无常
//@陈宗鹤宝宝:讲得真的非常好！谁在为人类负重前行？是医生！不是卫健委！我从前就说过，正因为英国的科学家亚历山大·弗莱明发现并提炼了青霉素，整个人类才能活到现在。否则可能已经灭亡了！
今天毛豆哥哥8岁082天财财弟弟0岁358天 这是一个悠长的假期，一转眼就到了二月份。早上起来我去跑步，你背单词，可是效果一般，弄了一天。晚上上了网课，练了琴，读了论语先进二则。弟弟一看到你就围着玩…晚上听故事睡觉…@豆妞1024@马毛豆
转发微博
//@陈宗鹤宝宝:讲得真的非常好！谁在为人类负重前行？是医生！不是卫健委！我从前就说过，正因为英国的科学家亚历山大·弗莱明发现并提炼了青霉素，整个人类才能活到现在。否则可能已经灭亡了！
被圈粉
2月第一天，说是要开始学习了，但还是没有，这个自律啊，诶。这两天看了不少剧。《护法为民》重温一二季，依然是我心中最好的律政剧，也让我接触到了Federal Public Defender这个职业，从而对公设辩护人有了新的认识，开始查阅这方面的资料，发现美国已经很成熟，而国内还没起步，几年前有过小小探索，但之后又没音了。紧跟时事，看完了《传染病》《流感》这两部电影，都很真实。前者更客观，后者揭示人性更深刻一点。后来，为了缓解一下气氛，今天又看了在我首页转悠好几天的《半个喜剧》，很好看！只是，这个社会就是如此，我们好像没办法改变。对里面有句台词印象深刻，规则是错的，那我为什么要去适应？年后新东方网课开班了，因为年前班老师没有助教需求，我待业了。目前仍未被分配，但鉴于已经开课了，所以可能不太会有老师需要助教，我的工作应该彻底结束了。啊，又把微博写成日记了，就这样吧，安。 收起全文d
转发微博
studyaccount2月第一天有好好学习哦~看了两章法语网课，第一次用不背单词背单词背了40个，做了BECH听力Day2，明天继续努力！晚安
今天网课第一天？so不好
7看网课快瞎了。。。。。没少玩。。。。学习时长变长是靠午觉换来的晚安，快挂了
明天就要开网课了，我好无语，为什么这假期没延长反而缩短了？？？
Day1，小黑老师很风趣幽默，网课界的良心了，信小黑，过二级！！！！！！@小黑课堂计算机二级 @有道考神小黑老师 #跟小黑老师学计算机二级#@小黑课堂计算机二级 @有道考神小黑老师 #跟小黑老师学计算机二级#
今天结束啦！今天有一天的网课，效率还挺高的补了一晚上的数学网课，累死了为了补网课作业没写多少，aaaaaaa感冒让我头痛鼻塞，难受晚安@TFBOYS-易烊千玺 2临沂
21世纪20年代，开启不平凡的一年，或许它是在暗示我们要学会珍惜，所以这个春节，我的任务就是增长厨艺，上好网课，做好复习，还是要抽时间来锻炼～
第11天打卡：教育学第五章（一节网课加笔记），复习前两课，做题奖励：《肥龙过江》（电影是真的好看，可是我实在太困，明天把剩下的一半看完再评）
day510 我都不记得几点睡了 一天锻炼了，也学习了，看了一天网课就是没动笔写题 现在的心真的静不下来 也可能是总熬夜熬傻了 脑子总反应不过来呢。锻炼之后就想吃东西 吃太少了没啥劲。算是没虚度呢。挺好
打卡第十一天1.电影《当幸福来敲门》，豆瓣评分9.1，其实开始的时候特别不喜欢男主，但是看完整部电影，感觉男主是个好父亲，非常非常努力，小克也很可爱；电影中讲述的生活真的非常现实(以上只是我个人的观点)。2.看了Photoshop的网课。3.精简护肤。
无聊的时候自拍产量最高。脸上的肉越来越多了今天翻了翻自己买的网课，5天要听完15节课（一节课两小时）才能跟上进度，这绝对是在考验我的决心自制力和意志力好了，不说了，都退下吧，晚安。🌙✨
改网直播课盯电脑尬讲3个半小时眼睛疼嗓子哑睡一觉起来检查作业2个半小时 💥所以那帮sb为什么要吃野.味
转发微博
转发微博
转发微博
自我隔离🚪的第二天，依然是自己做饭🍜的一天，接了家人打过来的N通电话，饭否、安否、睡否，向组织汇报了N次体温，在以上活动的间歇，查查文献，看看文章怎么写🧫，好难……所以买了网课，从头学起一不小心熬了个小夜～就这样～安啦～🛏️ 2长春
仿佛吃了颗定心丸。
studyaccountstudywithme“二月初现 否极泰来”我恨肺炎 我想开学一点也不想看网课 我想看见老师真实的面孔太没意思了天天待在家里不过家里温温暖暖惬意安稳是我所喜欢的优乐美更配明天调整调整状态 干
期待明天的网课如果我能起得来
™ ◎ 2020.2.1🌙/早睡实在是非常必要的事情/烤好的手抓饼+奶粉和香蕉泥实在是好吃，像是吃香蕉印度飞饼/七年级生物书实在是个好东西，标准化生活健康指南✔/明天小区限时出门，只能在小区里带着口袋溜达了/数学两节网课，这个数量分析很绝，我爱jc!!!
日常人的前半生没有对错 ，只有成长。 ——方书剑①今天调试网课占了挺长时间 从明天开始就要上网课了 但不是之前在天津上课的老师了 挺伤心的 8天结束的时候还说等15天结束后一定会哭 结果没想到没有后8天了 ｜②今天还去了超市 还被迫戴上了手套 超市开始查体温了 可怕 一开始我还不知道测哪里 有点尴尬｜超市居然有麦片 太让人开心了 这几天不敢从网上买 仅剩的卡乐比都不舍得吃 馋死我了｜③零食袋又满了 让人开心|④图六是一个可爱的包装袋|⑤图七是踩雷的零食 看着包装那么好看 结果......|⑥大家一定要带口罩昂｜⑦图九是昨天收拾的桌子 突然喜欢上了不铺桌面的感觉。 收起全文d
D11 网课上完了 听力 完型 阅读 //@今天也是爱桶的鸡仔Ashley呀:D9昨天忘了，语法单词之类的吧 D10语法网课 听力 阅读 完形 语法题。有点心累，明天把琴拍了，也不知道啥时候能发货…后天桶就有心砖了，开心，睡吧，真心有点累了。//@今天也是爱桶的鸡仔Ashley呀:D8 。
刚上完网课刷刷微博，一身热血淋了个透。去他的病毒。
樱井翔正能量学习区「2020.02.01」🌅 早上下楼运动了五十分钟（跳绳&羽毛球）吃了一个很大的&水分很足的苹果🍎最近每天都会吃坚果呢可以变聪明吗嘻嘻今天的阳光很好晒了一整天的被子~🗻 听了两节网课多少还是有点收获叭打印了一百多页的物理作业（趴）全屏放映着我山~松懈的时候抬头看到他们就会不好意思啊（滚回去学习！）今天的高效时间＜番茄🍅专注时间明天还需要更加专注才是啊！🌄 一边听新闻联播一边泡脚（幸福的感觉！）荒废了很久的手账估计是补不上了开始在明信片上记录日常的楸（？？？）🌈 现在努力了，以后才有能力留住你想要的！ 收起全文d
#每天进步一点点#2020.2.1 已完成:综合素质学习看初中数学课本高数网课睡前阅读
今天是 小清新 好学上进然后犯困 励志 感人 未来规划 感叹时光荏苒……明天居然要上数学课外班网课 看来早上有事干了👌
KYou(=I)🐰💜🐯二月start✅网课重启DAY－1keep🔛
正确洗手还有戴口罩的方法还有传播途径隔离天数，学习通的新冠肺炎网课里教了5遍不止设计网课的老师们是不是对当代大学生的智商有什么误解，少搞几个学时你拿不到工资吗？
#早知道假期这样你会干什么#早知道这样啥都不带也要把教资带来呀真要感谢上一年向lxm要的网课存货3.14考到现在也没说延期！慌死了！淦！从明天开始好好看网课教育知识与能力还有学科对我好点吧🙏
转发微博
2020.2.1今天做了啥📝✔️政治经济第11课背诵✔️必修四U2单词默写✔️一份化学选择题✔️一份地理选择题✔️一份政治选择题✔️一完二读✔️2h的地理网课✔️50min的数学网课数学真难啊进入2月了希望生活能尽快步入正常的轨道
"英语四六级特殊时期，大家一定要保护好自己很多学校开学延迟了，但是停课不停学，网课是很好的方式英语四六级小语种，计算机二级，cfa,frm,acca初级会计师,cpa 证券从业基金从业，银行从业考研专业课初级会计考试计算机二级考试#英语四六级##cfa##acca成绩##cpa##chopard萧邦品牌大使朱一龙#CFA#frm考试倒计时ing##考研##2021考研##2021考研# 收起全文d"
我又要立flag了这个寒假要把语法长难句的网课都看完单词过两遍现当代过一遍如果倒了的话那那那就倒了呗
在爷爷家放羊一天，晚上到家先画画，后来好说歹说练了音乐，念了一本raz，cz就催着睡觉去了😂。看朋友圈都开始晒各种鸡娃，只有我们天天放羊。不过下周开始网课都恢复上课了，起码能没这么散漫吧？！
有些人为了钱连做人都不做了！请相关部门核实情况，医护人员连口罩都没的戴，她在这里发国难财@央视新闻 @头条新闻 @新浪新闻@中国新闻网 @澎湃新闻 @央证公开课
寒假打卡1⃣4⃣✔毛概“邓三科”三章内容网课+pdf笔记整理over明天正式开始最难、内容最多的中特理论部分，加快进度最好寒假把毛概简单过一遍✔百词斩BEC-H词汇一轮over明天正式开始一天200词的复习背诵❣之前买了挺多书闲置了好久（我就是那种看人家在看或者是网络上推荐的、第一感觉内容不错入手以后，一直屯着屯着直到积了一层灰也不一定想的起来看）那么，或许我可以开始看看它们了《巴黎圣母院》not bad🎈 收起全文d
4️⃣8️⃣今日语文网课就像茶话会一样，吃着小零嘴 2南京
河南专升本谁有汉语言文学的网课吗，求分享
在家里用大艾条熏，每个房间都烟雾迷蒙的眼睛都睁不开了我是中国🇨🇳好公民，绝对不能去做新B或者2B必须天天家里蹲，但实在是百无聊奈啊：A早上给女儿准备好早餐，就继续回床上刷手机，睡回笼觉B下午就学习会网课睡会觉C晚上才能动起来，找点事情做，连给女儿熬药水洗脚都很欢快呢？想想估计这是一天里面难得的运动时间2020-2-1大年初八 2成都·中德英伦联邦 收起全文d
studyaccount📅2020.2.1Day32｜距考研322天学习情况📝▹考虫网课词汇▹初会应收及预付款项4~6▹逻辑逻辑微模考▹数学《高分指南》▹墨墨背单词新的一个月好好努力，月末要拿月度学习时长记录来打卡！🙈逻辑微模考30道题用了1h35min，基础知识掌握不够好，对于题干也无法快速提取出推理所用的部分，以至于用了那么长时间，要多多练习加快速度啊！最后附上今天高效率的欧文🙈 收起全文d
网络便捷的好处在于即使我的假期延长了，我还是可以上学校网课🙉🙉🙉随便享受作业加倍的VIP级待遇👌#越不出门越不想出门##高考加油#
#每日教招打卡🐭#2月1日开始打卡啦~严格执行——八点前开始学习，十一点半前睡觉；坚持背书背笔记！今天是8:00开始背书的看了教综教育学章节的网课效率亟待提升呐！练板书+点评 2宜春·奉新县
studyaccount127我觉得天天对着电脑看网课做卷子眼睛要瞎掉什么时候开学为什么我天天起不来“在隆冬，我终于知道，我身上有个不可战胜的夏天”:D
这几天是病毒高发期，都不敢出门了，在家过着猪一般的生活，所有补习班也都不上了，只好报成网课了p1: 21世纪英语报是真的难啊，一堆不会的单词，挨个查p3：平常微信运动里第一名都是2万多步，这几天一万多步的我也终于可以在这里露露头啦最后，祝各位小伙伴们身体健康，一定要注意身体哦 收起全文d
转发微博
有没有人备考江西初中英语教招啊有没有英语专业网课😂 2抚州·金溪县
学渣自救计划 day1我第一天就表现出了极度的不自觉性只看了两节网课我太难了你们尽情怼我吧
studyaccount 二月的第一天1百词斩单词背诵2英语试卷一张3化学试卷一张4网课学习5数学笔记6物理笔记7化学笔记《只有芸知道》电影的色调也太美了吧！！随手一截都是画报热搜上的事情让人生气，希望这个冬天快点过去，期待春天
好了，这应该是继非典之后又一届时机不好的高三吧，我哭哭了，大半个月的学习时间无了，然后学校就搞起了网课这种东西，哈哈哈学校还是跟紧潮流的！好吧，今天开始要早睡了，我可不想明天睡醒就错过了一天的课程哈哈哈哈哈哈，学习的话，得劳逸结合，那每天看一集吧，嗯就这样！！！睡了睡了(¦3[▓▓]
studyaccount一天两节网课的快乐小张即将变成四节课的忙碌人儿中考没考到理想学校的后果就是在现在的学校里得很努力很努力的冲到最前面才能考上理想的大学和专业so 我回来了同时也该和那些无谓的社交说拜拜了祝你我都好运👍
转发微博
截了补课时的疫情思考转网课的好处可能就是不用再拍投影仪里的PPT了
寒假D12/20200201开学遥遥无期 高考却在逼近但今天学习有很开心听了很喜欢但不带我这届的老师的网课 超棒历史老师和政治老师在网上解答问题也很细心 太谢谢他们了这个时候只能靠自己了加油！！我明天一定一定一定早起下次见studyaccount
#7岁2月1天# 初八，继续无聊着，网课，看书，看电视，零食…
#Moira's studytime#studyaccount寒假打卡|2020.2.1√六级单词√离散数学网课 第一讲√C语言进阶网课 第四周√读《鼠疫》p5写了祝福武汉的三行代码(班里的活动今天学的链表内容有点多 明天再整理整理
scs小怪兽成长计划@DemonicMagician宋宋酱 @孟老师是我今日完成1.单词2.读书报告电子版3.流利说4.网课5.新闻每天都在跟家里的两个小土匪斗智斗勇，我觉得以后我可以开个托儿所因为家里小孩太多了，每天姐姐长姐姐短，不好的事全是姐姐，有好东西想的都是哥哥，我太难了每天她们跟我爸爸告状，百八十遍都不嫌多每天光是吐槽两个妹妹，都说不完，心累，身体更累！ L木林森丽的微博视频 收起全文d
studyaccount#Lucinda#日更第14天 让我来看看今天还会不会被和谐“我们会惋惜 会在意 但我们自己要多努力”希望2020年接下去都是好消息吧！/看了一早上的网课/下午考了数学/晚上写了政史地没啥时间整理笔记over我确实不够努力 嗯 我反省感谢组织@life_recording_sharing @StudyAccount特优生 @StudyAccount梦想家 @StudyAccount打卡平台 @studyaccount_forever @TechonSA 收起全文d
FRM Ⅱ1.31 2.5H credit risk-PD;EAD;2.1 3.5H credit risk-EAD;LGD闲鱼买的网课，没想到是16年的，不过也能听，还是梁老师的。心里有个💡，要能把往届梁老师的current issues 和前导课都收集全就好了。
DAY135数字网课✔️英语阅读✔️练字✔️恋词网课✔️每日新闻✔️恋词✔️数学习题❌🌕 一日三餐 吃好喝好学好在家呆了半月有余 本以为自己是主动宅➕ 被动宅 呆在家里也不会觉得难受难得今天出去走了走 逛了逛零食铺和超市 特殊时期进出哪里都要戴口罩量体温 街边的奶茶店禁闭店门 但也在营业🈺 店外点餐店主把奶茶放在门口 嗯...挺聪明的...🌕 买了面包糠明天想做没有一滴油的健康炸鸡腿 犒劳犒劳自己的嘴巴 想想就好饿... 或许还可以有鸡米花和烤红薯？今日读书分享及感悟:🌕 “认识你自己”，不仅仅是哲学领域的命题。当你在这个苦兮兮的世界里拼杀得头破血流，百思不得其解的时候，回首反观自己的内心，积累、规划，你会捏出一条属于自己的路。你腔子里的这口气，浑身积攒的本事，就是你最好的资本。🌕 往往是那些与你保持距离 不太熟悉 甚至可以说是陌生的人给你机会 让你变得更好 别把自己束缚在这一块小天地中 多看看那些和你不同的人 看看他们的方式方法每一天都积极 明天加油KYou And Me 收起全文d
在侄子那里看到初中班主任的网课，感动又感恩，生命中碰到的认真负责厉害又有爱的好老师。踏入这个行业他们更是我学习的榜样。
转发微博
今天在看爱情公寓5片头曲响起的时候真实瞬间梦回2010暑假留着Hebe带火的短发波波头在爸爸妈妈都上班的时候呢 我就超级自由！上午玩彩虹堂小游戏 我最喜欢玩公主殿（一个装修设计益智类游戏）下午在客厅边看电视边吃旺仔摇摇冻 咖啡味的顺便把书法课的作业写完 （真是有事业娱乐两把抓的天赋晚上去新东方上英语课 上课前上人人网看看死党们在干什么 约老方去恒隆花圃咖啡一起写作业或者画画英语课最后一节阅读课老师有时会放潮流美剧《吸血鬼日记》给我们看 在Damon和Stefan之间纠结了一个学期 晕Σ(●ꉺ▱ꉺ●)（其实后来最最喜欢Klaus）下课回家啦！睡觉前拿卡西欧狂拍三百张照片然后美美地睡觉！ 收起全文d
